A Sharp (.NET)		
A-0 System		
Q (programming language from Kx Systems)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/A%2B_(programming_language)"" title=""A+ (programming language)"">A+</a>, <a href=""/wiki/APL_(programming_language)"" title=""APL (programming language)"">APL</a>, <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a>, <a href=""/wiki/K_(programming_language)"" title=""K (programming language)"">k</a></td></tr>]"	
Q Sharp	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/F_Sharp_(programming_language)"" title=""F Sharp (programming language)"">F#</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a></td></tr>]"	
Qalb (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a></td></tr>]"	
Quantum Computation Language		
QtScript		
QuakeC	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	
Quantum programming		
.QL	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Datalog"" title=""Datalog"">Datalog</a></td></tr>]"	
R (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><div class=""hlist hlist-separated"">
<ul><li><a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a></li>
<li><a href=""/wiki/S_(programming_language)"" title=""S (programming language)"">S</a></li>
<li><a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a></li></ul>
</div></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Julia_(programming_language)"" title=""Julia (programming language)"">Julia</a><sup class=""reference"" id=""cite_ref-Introduction_5-0""><a href=""#cite_note-Introduction-5"">[5]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/R_Programming"" title=""wikibooks:R Programming"">R Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Julia_(programming_language)"" title=""Julia (programming language)"">Julia</a><sup class=""reference"" id=""cite_ref-Introduction_5-0""><a href=""#cite_note-Introduction-5"">[5]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/R_Programming"" title=""wikibooks:R Programming"">R Programming</a> at Wikibooks</li></ul>
</td></tr>]"
R++		
Racket (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Eiffel_(programming_language)"" title=""Eiffel (programming language)"">Eiffel</a>,<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Clojure"" title=""Clojure"">Clojure</a>,<sup class=""reference"" id=""cite_ref-typed-clojure-thesis_5-0""><a href=""#cite_note-typed-clojure-thesis-5"">[5]</a></sup> <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup><sup class=""noprint Inline-Template noprint noexcerpt Template-Fact"" style=""white-space:nowrap;"">[<i><a class=""mw-redirect"" href=""/wiki/Wikipedia:NOTRS"" title=""Wikipedia:NOTRS""><span title=""This mailing list on the build system may not be relevant to the current Rust build system. (November 2022)"">better source needed</span></a></i>]</sup> <sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a><sup class=""reference"" id=""cite_ref-r6rs_8-0""><a href=""#cite_note-r6rs-8"">[8]</a></sup></td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Clojure"" title=""Clojure"">Clojure</a>,<sup class=""reference"" id=""cite_ref-typed-clojure-thesis_5-0""><a href=""#cite_note-typed-clojure-thesis-5"">[5]</a></sup> <a href=""/wiki/Rust_(programming_language)"" title=""Rust (programming language)"">Rust</a>,<sup class=""reference"" id=""cite_ref-6""><a href=""#cite_note-6"">[6]</a></sup><sup class=""noprint Inline-Template noprint noexcerpt Template-Fact"" style=""white-space:nowrap;"">[<i><a class=""mw-redirect"" href=""/wiki/Wikipedia:NOTRS"" title=""Wikipedia:NOTRS""><span title=""This mailing list on the build system may not be relevant to the current Rust build system. (November 2022)"">better source needed</span></a></i>]</sup> <sup class=""reference"" id=""cite_ref-7""><a href=""#cite_note-7"">[7]</a></sup> <a href=""/wiki/Scheme_(programming_language)"" title=""Scheme (programming language)"">Scheme</a><sup class=""reference"" id=""cite_ref-r6rs_8-0""><a href=""#cite_note-r6rs-8"">[8]</a></sup></td></tr>]"
Raku (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Perl"" title=""Perl"">Perl</a>, <a href=""/wiki/Ruby_(programming_language)"" title=""Ruby (programming language)"">Ruby</a>, <a href=""/wiki/Smalltalk"" title=""Smalltalk"">Smalltalk</a>, <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>,<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> <a href=""/wiki/JavaScript"" title=""JavaScript"">JavaScript</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Perl"" title=""Perl"">Perl</a>,<sup class=""reference"" id=""cite_ref-Tang2010_5-0""><a href=""#cite_note-Tang2010-5"">[5]</a></sup> <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>,<sup class=""reference"" id=""cite_ref-Tang2010_5-1""><a href=""#cite_note-Tang2010-5"">[5]</a></sup> AntLang</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Perl"" title=""Perl"">Perl</a>,<sup class=""reference"" id=""cite_ref-Tang2010_5-0""><a href=""#cite_note-Tang2010-5"">[5]</a></sup> <a class=""mw-redirect"" href=""/wiki/Haskell_(programming_language)"" title=""Haskell (programming language)"">Haskell</a>,<sup class=""reference"" id=""cite_ref-Tang2010_5-1""><a href=""#cite_note-Tang2010-5"">[5]</a></sup> AntLang</td></tr>]"
RAPID	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""new"" href=""/w/index.php?title=ARLA_(programming_language)&amp;action=edit&amp;redlink=1"" title=""ARLA (programming language) (page does not exist)"">ARLA</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	
Rapira	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL"" title=""ALGOL"">ALGOL</a>, <a href=""/wiki/POP-2"" title=""POP-2"">POP-2</a>, <a href=""/wiki/SETL"" title=""SETL"">SETL</a></td></tr>]"	
Ratfor	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Fortran"" title=""Fortran"">Fortran</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	
Ratfor	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Fortran"" title=""Fortran"">Fortran</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a></td></tr>]"	
rc	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Bourne_shell"" title=""Bourne shell"">Bourne shell</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""#es"">es</a>, The <a href=""/wiki/Inferno_(operating_system)"" title=""Inferno (operating system)"">Inferno</a> shell.</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""#es"">es</a>, The <a href=""/wiki/Inferno_(operating_system)"" title=""Inferno (operating system)"">Inferno</a> shell.</td></tr>]"
Reason (programming language)		
Rebol	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Self_(programming_language)"" title=""Self (programming language)"">Self</a>, <a href=""/wiki/Forth_(programming_language)"" title=""Forth (programming language)"">Forth</a>, <a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a>, <a href=""/wiki/Logo_(programming_language)"" title=""Logo (programming language)"">Logo</a><sup class=""reference"" id=""cite_ref-OG_4-0""><a href=""#cite_note-OG-4"">[4]</a></sup></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/JSON"" title=""JSON"">JSON</a>,<sup class=""reference"" id=""cite_ref-JSON_5-0""><a href=""#cite_note-JSON-5"">[5]</a></sup> <a href=""/wiki/Red_(programming_language)"" title=""Red (programming language)"">Red</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Rebol_Programming"" title=""wikibooks:Rebol Programming"">Rebol Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/JSON"" title=""JSON"">JSON</a>,<sup class=""reference"" id=""cite_ref-JSON_5-0""><a href=""#cite_note-JSON-5"">[5]</a></sup> <a href=""/wiki/Red_(programming_language)"" title=""Red (programming language)"">Red</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Rebol_Programming"" title=""wikibooks:Rebol Programming"">Rebol Programming</a> at Wikibooks</li></ul>
</td></tr>]"
Red (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Rebol"" title=""Rebol"">Rebol</a>, <a href=""/wiki/Scala_(programming_language)"" title=""Scala (programming language)"">Scala</a>, <a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a></td></tr>]"	
Core War		
Refal		
Rexx	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/PL/I"" title=""PL/I"">PL/I</a>, <a href=""/wiki/ALGOL"" title=""ALGOL"">ALGOL</a>, <a href=""/wiki/CMS_EXEC"" title=""CMS EXEC"">EXEC</a>, <a href=""/wiki/EXEC_2"" title=""EXEC 2"">EXEC 2</a></td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NetRexx"" title=""NetRexx"">NetRexx</a>, <a href=""/wiki/Object_REXX"" title=""Object REXX"">Object REXX</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Rexx_Programming"" title=""wikibooks:Rexx Programming"">Rexx Programming</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/NetRexx"" title=""NetRexx"">NetRexx</a>, <a href=""/wiki/Object_REXX"" title=""Object REXX"">Object REXX</a></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Rexx_Programming"" title=""wikibooks:Rexx Programming"">Rexx Programming</a> at Wikibooks</li></ul>
</td></tr>]"
Ring (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/Lua_(programming_language)"" title=""Lua (programming language)"">Lua</a>, <a href=""/wiki/Python_(programming_language)"" title=""Python (programming language)"">Python</a>, <a href=""/wiki/Ruby_(programming_language)"" title=""Ruby (programming language)"">Ruby</a>, <a href=""/wiki/C_(programming_language)"" title=""C (programming language)"">C</a>, <a href=""/wiki/C_Sharp_(programming_language)"" title=""C Sharp (programming language)"">C#</a>, <a href=""/wiki/BASIC"" title=""BASIC"">BASIC</a>, <a href=""/wiki/QML"" title=""QML"">QML</a>, <a href=""/wiki/XBase"" title=""XBase"">xBase</a>, Supernova</td></tr>, <tr><th class=""infobox-header"" colspan=""2"" style=""background-color: #eee;"">Influenced</th></tr>, <tr><td class=""infobox-full-data"" colspan=""2"">SimpleLang,<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> DragonLang <sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Ring"" title=""wikibooks:Ring"">Ring</a> at Wikibooks</li></ul>
</td></tr>]"	"[<tr><td class=""infobox-full-data"" colspan=""2"">SimpleLang,<sup class=""reference"" id=""cite_ref-4""><a href=""#cite_note-4"">[4]</a></sup> DragonLang <sup class=""reference"" id=""cite_ref-5""><a href=""#cite_note-5"">[5]</a></sup></td></tr>, <tr><td class=""infobox-below hlist"" colspan=""2"" style=""border-top: 1px solid #aaa; padding-top: 3px;"">
<ul><li><a class=""image"" href=""/wiki/File:Wikibooks-logo-en-noslogan.svg""><img alt="""" class=""noviewer"" data-file-height=""400"" data-file-width=""400"" decoding=""async"" height=""16"" src=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/16px-Wikibooks-logo-en-noslogan.svg.png"" srcset=""//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/24px-Wikibooks-logo-en-noslogan.svg.png 1.5x, //upload.wikimedia.org/wikipedia/commons/thumb/d/df/Wikibooks-logo-en-noslogan.svg/32px-Wikibooks-logo-en-noslogan.svg.png 2x"" width=""16""/></a> <a class=""extiw"" href=""https://en.wikibooks.org/wiki/Ring"" title=""wikibooks:Ring"">Ring</a> at Wikibooks</li></ul>
</td></tr>]"
ROOP (programming language)		
IBM RPG	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/IBM_709/90_9PAC"" title=""IBM 709/90 9PAC"">9PAC</a>, <a href=""/wiki/FARGO_(programming_language)"" title=""FARGO (programming language)"">FARGO</a></td></tr>]"	
RPL (programming language)	"[<tr><td class=""infobox-full-data"" colspan=""2""><a class=""mw-redirect"" href=""/wiki/Reverse_Polish_Notation"" title=""Reverse Polish Notation"">RPN</a>, <a href=""/wiki/Forth_(programming_language)"" title=""Forth (programming language)"">Forth</a>, <a href=""/wiki/Lisp_(programming_language)"" title=""Lisp (programming language)"">Lisp</a><sup class=""reference"" id=""cite_ref-HPJ38_5-0""><a href=""#cite_note-HPJ38-5"">[5]</a></sup></td></tr>]"	
Robot Battle		
RTL/2	"[<tr><td class=""infobox-full-data"" colspan=""2""><a href=""/wiki/ALGOL_68"" title=""ALGOL 68"">ALGOL 68</a></td></tr>]"	
